DataObito,TipificacaoJuridico,Municipio,Bairro,Rua/Logradouro,RISP,IdadeEnvolvido,Genero,CorEnvolvido,Latitude,Longitude
9/1/2004,Homicídio Doloso,CARIACICA,VILA NOVA,,RISP 01,20,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,LINHARES,NOVA ESPERANÇA,,RISP 02,16,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,VILA VELHA,SANTA RITA,,RISP 01,21,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,SERRA,JARDIM TROPICAL,,RISP 01,14,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,VIANA,JUCU,,RISP 01,40,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,VITORIA,JOANA DARC,,RISP 01,35,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,CARIACICA,FLEXAL II,,RISP 01,45,1 - Masculino,Não Informado,,
9/2/2004,Homicídio Doloso,SERRA,CARAPEBUS,,RISP 01,35,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,CARIACICA,JARDIM BOTÂNICO,,RISP 01,21,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,AQUIDABÃ,,RISP 03,81,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,PANCAS,LAJINHA,,RISP 04,31,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,SERRA,CENTRAL CARAPINA,,RISP 01,42,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,37,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,CARIACICA,CAMPO BELO,,RISP 01,46,1 - Masculino,Não Informado,,
9/3/2004,Homicídio Doloso,CARIACICA,VILA CAPIXABA,,RISP 01,56,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,,RISP 01,39,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,IRUPI,SANTA CRUZ,,RISP 05,58,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,JAGUARE,ZONA RURAL,,RISP 02,28,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,BARRA DE SAO FRANCISCO,VILA PALESTINA,,RISP 04,16,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,VITORIA,SÃO PEDRO V,,RISP 01,27,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,CARIACICA,JARDIM DE ALÁ,,RISP 01,50,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,SERRA,ELDORADO,,RISP 01,23,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,GUARAPARI,CENTRO,,RISP 01,18,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,,RISP 01,43,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,VITORIA,SÃO PEDRO V,,RISP 01,32,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,VITORIA,FORTE SÃO JOÃO,,RISP 01,20,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,CARIACICA,JARDIM DE ALÁ,,RISP 01,27,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,,RISP 01,41,1 - Masculino,Não Informado,,
9/4/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,29,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,SERRA,FEU ROSA,,RISP 01,44,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,VILA VELHA,VALE ENCANTADO,,RISP 01,24,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,SERRA,COSTA DOURADA,,RISP 01,18,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,22,2 - Feminino,Não Informado,,
9/5/2004,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,,RISP 01,33,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,24,1 - Masculino,Não Informado,,
9/5/2004,Homicídio Doloso,CARIACICA,PORTO BELO,,RISP 01,19,1 - Masculino,Não Informado,,
9/6/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,76,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,CARIACICA,CARIACICA SEDE,,RISP 01,70,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,PRESIDENTE KENNEDY,ZONA RURAL,,RISP 03,36,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,VILA VELHA,VALE ENCANTADO,,RISP 01,18,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,CARIACICA,PIRANEMA,,RISP 01,21,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,SERRA,FEU ROSA,,RISP 01,22,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,SERRA,CARAPEBUS,,RISP 01,29,2 - Feminino,Não Informado,,
9/7/2004,Homicídio Doloso,FUNDAO,PRAIA GRANDE,,RISP 02,31,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,VITORIA,ESTRELINHA,,RISP 01,35,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,GUARAPARI,PRONTO ATENDIMENTO,,RISP 01,28,1 - Masculino,Não Informado,,
9/7/2004,Homicídio Doloso,CARIACICA,APARECIDA,,RISP 01,31,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,VITORIA,CENTRO,,RISP 01,33,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,CARIACICA,JARDIM AMÉRICA,,RISP 01,18,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,CASTELO,PATRIMÔNIO,,RISP 03,24,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,VILA VELHA,VALE ENCANTADO,,RISP 01,22,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,VITORIA,MORRO DO CRUZAMENTO,,RISP 01,36,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,RIO NOVO DO SUL,CENTRO,,RISP 03,26,2 - Feminino,Não Informado,,
9/8/2004,Homicídio Doloso,CARIACICA,SÃO GERALDO,,RISP 01,25,1 - Masculino,Não Informado,,
9/8/2004,Homicídio Doloso,LINHARES,INTERLAGOS,,RISP 02,15,1 - Masculino,Não Informado,,
9/9/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,,1 - Masculino,Não Informado,,
9/10/2004,Homicídio Doloso,MONTANHA,CENTRO,,RISP 04,28,1 - Masculino,Não Informado,,
9/10/2004,Homicídio Doloso,SERRA,VILA NOVA DE COLARES,,RISP 01,24,1 - Masculino,Não Informado,,
9/10/2004,Homicídio Doloso,SERRA,JOSE DE ANCHIETA,,RISP 01,21,1 - Masculino,Não Informado,,
9/10/2004,Homicídio Doloso,SERRA,SOLAR,,RISP 01,34,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,CARIACICA,SANTA ROSA,,RISP 01,20,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,VITORIA,PRAIA DO SUÁ,,RISP 01,38,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,LINHARES,PÓ DO SHELL,,RISP 02,17,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,LINHARES,CONCEIÇÃO,,RISP 02,20,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,LINHARES,CONCEIÇÃO,,RISP 02,18,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,LINHARES,CONCEIÇÃO,,RISP 02,18,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,PEDRO CANARIO,CAMATA,,RISP 02,28,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,VILA VELHA,ULISSES GUIMARÃES,,RISP 01,44,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,CARIACICA,SANTA ROSA,,RISP 01,25,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,MANTENOPOLIS,BAIRRO PLACA,,RISP 04,30,1 - Masculino,Não Informado,,
9/11/2004,Homicídio Doloso,IRUPI,CÓRREGO DO PALMITAL,,RISP 05,27,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,VITORIA,SÃO PEDRO,,RISP 01,18,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,SERRA,CIDADE POMAR,,RISP 01,27,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,CARIACICA,RIO MARINHO,,RISP 01,24,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,SERRA,PUTIRI,,RISP 01,21,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,VITORIA,MORRO DO QUADRO,,RISP 01,30,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,SERRA,CIDADE POMAR,,RISP 01,22,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,SERRA,CIDADE POMAR,,RISP 01,26,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,CARIACICA,NOVA ESPERANÇA,,RISP 01,39,1 - Masculino,Não Informado,,
9/12/2004,Homicídio Doloso,VITORIA,GRANDE VITÓRIA,,RISP 01,22,1 - Masculino,Não Informado,,
9/13/2004,Homicídio Doloso,SERRA,NOVO HORIZONTE,,RISP 01,17,1 - Masculino,Não Informado,,
9/13/2004,Homicídio Doloso,VILA VELHA,ILHA DA CONCEIÇÃO,,RISP 01,24,1 - Masculino,Não Informado,,
9/13/2004,Homicídio Doloso,CARIACICA,CAÇAROCA,,RISP 01,17,2 - Feminino,Não Informado,,
9/14/2004,Homicídio Doloso,CARIACICA,VILA GRAÚNA,,RISP 01,20,1 - Masculino,Não Informado,,
9/14/2004,Homicídio Doloso,SERRA,SAO JOSE DOS QUEIMADOS,,RISP 01,61,1 - Masculino,Não Informado,,
9/14/2004,Homicídio Doloso,SERRA,SAO JOSE DOS QUEIMADOS,,RISP 01,45,1 - Masculino,Não Informado,,
9/14/2004,Homicídio Doloso,SERRA,ROD. DO CONTORNO,,RISP 01,24,1 - Masculino,Não Informado,,
9/14/2004,Homicídio Doloso,SAO MATEUS,ZONA RURAL,,RISP 02,23,2 - Feminino,Não Informado,,
9/15/2004,Homicídio Doloso,SERRA,ANDRE CARLONI,,RISP 01,33,1 - Masculino,Não Informado,,
9/15/2004,Homicídio Doloso,VILA VELHA,SANTA RITA,,RISP 01,25,1 - Masculino,Não Informado,,
9/15/2004,Homicídio Doloso,VILA VELHA,PEDRA DE BÚZIO,,RISP 01,36,1 - Masculino,Não Informado,,
9/15/2004,Homicídio Doloso,GUARAPARI,CENTRO,,RISP 01,19,1 - Masculino,Não Informado,,
9/15/2004,Homicídio Doloso,CARIACICA,ORIENTE,,RISP 01,32,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,CARIACICA,NOVO HORIZONTE,,RISP 01,18,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,CARIACICA,FLEXAL II,,RISP 01,14,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,VITORIA,MORRO DO ROMÃO,,RISP 01,35,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,VITORIA,SANTO ANTÔNIO,,RISP 01,40,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,SERRA,FEU ROSA,,RISP 01,25,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,VILA VELHA,BARRAMARES,,RISP 01,28,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,21,1 - Masculino,Não Informado,,
9/16/2004,Homicídio Doloso,SERRA,JOSE DE ANCHIETA,,RISP 01,15,1 - Masculino,Não Informado,,
9/17/2004,Homicídio Doloso,VITORIA,BAIRRO DA PENHA,,RISP 01,20,1 - Masculino,Não Informado,,
9/17/2004,Homicídio Doloso,ARACRUZ,CENTRO,,RISP 02,29,1 - Masculino,Não Informado,,
9/17/2004,Homicídio Doloso,VILA VELHA,ROD. DARLY SANTOS,,RISP 01,19,2 - Feminino,Não Informado,,
9/17/2004,Homicídio Doloso,CARIACICA,MUCURI,,RISP 01,47,2 - Feminino,Não Informado,,
9/17/2004,Homicídio Doloso,CARIACICA,MARACANÃ,,RISP 01,16,1 - Masculino,Não Informado,,
9/18/2004,Homicídio Doloso,SOORETAMA,PATRIMÔNIO,,RISP 02,30,2 - Feminino,Não Informado,,
9/18/2004,Homicídio Doloso,VILA VALERIO,CENTRO,,RISP 02,33,1 - Masculino,Não Informado,,
9/18/2004,Homicídio Doloso,PEDRO CANARIO,CENTRO,,RISP 02,47,1 - Masculino,Não Informado,,
9/18/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,20,1 - Masculino,Não Informado,,
9/18/2004,Homicídio Doloso,CARIACICA,CASTELO BRANCO,,RISP 01,28,2 - Feminino,Não Informado,,
9/19/2004,Homicídio Doloso,CARIACICA,PORTO NOVO,,RISP 01,45,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,PANCAS,ZONA RURAL,,RISP 04,51,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,SERRA,PARQUE RESIDENCIAL TUBARAO,,RISP 01,45,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,CARIACICA,FLEXAL II,,RISP 01,18,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,CARIACICA,FLEXAL II,,RISP 01,26,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,VILA VELHA,ALECRIM,,RISP 01,41,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,46,1 - Masculino,Não Informado,,
9/19/2004,Homicídio Doloso,CASTELO,ZONA RURAL,,RISP 03,,2 - Feminino,Não Informado,,
9/20/2004,Homicídio Doloso,IBATIBA,ZONA RURAL,,RISP 05,52,1 - Masculino,Não Informado,,
9/20/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,47,1 - Masculino,Não Informado,,
9/20/2004,Homicídio Doloso,VITORIA,SÃO PEDRO III,,RISP 01,26,1 - Masculino,Não Informado,,
9/20/2004,Homicídio Doloso,ALEGRE,ZONA RURAL,,RISP 03,37,1 - Masculino,Não Informado,,
9/20/2004,Homicídio Doloso,SERRA,VISTA DA SERRA,,RISP 01,45,2 - Feminino,Não Informado,,
9/20/2004,Homicídio Doloso,VITORIA,GURIGICA,,RISP 01,18,1 - Masculino,Não Informado,,
9/20/2004,Homicídio Doloso,VITORIA,SÃO PEDRO V,,RISP 01,24,1 - Masculino,Não Informado,,
9/21/2004,Homicídio Doloso,SERRA,JACARAIPE,,RISP 01,38,2 - Feminino,Não Informado,,
9/21/2004,Homicídio Doloso,SERRA,VISTA DA SERRA,,RISP 01,20,1 - Masculino,Não Informado,,
9/21/2004,Homicídio Doloso,VILA VELHA,ALVORADA,,RISP 01,23,1 - Masculino,Não Informado,,
9/21/2004,Homicídio Doloso,CARIACICA,ITACIBÁ,,RISP 01,25,1 - Masculino,Não Informado,,
9/22/2004,Homicídio Doloso,DOMINGOS MARTINS,ALTO JUCU,,RISP 05,17,2 - Feminino,Não Informado,,
9/22/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,29,1 - Masculino,Não Informado,,
9/22/2004,Homicídio Doloso,CARIACICA,SANTO ANTÔNIO,,RISP 01,15,2 - Feminino,Não Informado,,
9/23/2004,Homicídio Doloso,AGUA DOCE DO NORTE,ESTRELA,,RISP 04,28,1 - Masculino,Não Informado,,
9/23/2004,Homicídio Doloso,VITORIA,ILHA DO PRÍNCIPE,,RISP 01,54,1 - Masculino,Não Informado,,
9/23/2004,Homicídio Doloso,CARIACICA,MONTES CLAROS,,RISP 01,26,1 - Masculino,Não Informado,,
9/23/2004,Homicídio Doloso,VIANA,NOVA BETÂNIA,,RISP 01,29,1 - Masculino,Não Informado,,
9/24/2004,Homicídio Doloso,LINHARES,AVISO,,RISP 02,17,1 - Masculino,Não Informado,,
9/24/2004,Homicídio Doloso,VILA VELHA,ITAPUÃ,,RISP 01,46,1 - Masculino,Não Informado,,
9/24/2004,Homicídio Doloso,VILA VELHA,MORADA DA BARRA,,RISP 01,16,1 - Masculino,Não Informado,,
9/25/2004,Homicídio Doloso,GUARAPARI,SETIBA,,RISP 01,37,1 - Masculino,Não Informado,,
9/25/2004,Homicídio Doloso,SERRA,ELDORADO,,RISP 01,33,1 - Masculino,Não Informado,,
9/25/2004,Homicídio Doloso,VITORIA,GURIGICA,,RISP 01,30,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,GUARAPARI,PRONTO ATENDIMENTO,,RISP 01,42,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,VILA VELHA,BARRA,,RISP 01,47,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,CARIACICA,ALTO LAGE,,RISP 01,47,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,CARIACICA,CARIACICA SEDE,,RISP 01,23,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,CARIACICA,SÃO CONRADO,,RISP 01,43,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,45,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,VILA VELHA,PONTA DA FRUTA,,RISP 01,20,1 - Masculino,Não Informado,,
9/26/2004,Homicídio Doloso,SERRA,NOVO HORIZONTE,,RISP 01,27,1 - Masculino,Não Informado,,
9/27/2004,Homicídio Doloso,LINHARES,INTERLAGOS,,RISP 02,44,1 - Masculino,Não Informado,,
9/27/2004,Homicídio Doloso,AFONSO CLAUDIO,ZONA RURAL,,RISP 05,21,2 - Feminino,Não Informado,,
9/27/2004,Homicídio Doloso,VILA VELHA,ITAPUÃ,,RISP 01,28,1 - Masculino,Não Informado,,
9/28/2004,Homicídio Doloso,LINHARES,PLANALTO,,RISP 02,28,1 - Masculino,Não Informado,,
9/28/2004,Homicídio Doloso,SERRA,LARANJEIRAS,,RISP 01,28,1 - Masculino,Não Informado,,
9/28/2004,Homicídio Doloso,CARIACICA,SÃO FRANCISCO,,RISP 01,15,1 - Masculino,Não Informado,,
9/29/2004,Homicídio Doloso,SAO MATEUS,ZONA RURAL,,RISP 02,,1 - Masculino,Não Informado,,
9/29/2004,Homicídio Doloso,LINHARES,SANTA CRUZ,,RISP 02,33,1 - Masculino,Não Informado,,
9/29/2004,Homicídio Doloso,PANCAS,VILA VERDE,,RISP 04,22,1 - Masculino,Não Informado,,
9/29/2004,Homicídio Doloso,VITORIA,ILHA DO PRÍNCIPE,,RISP 01,21,1 - Masculino,Não Informado,,
9/30/2004,Homicídio Doloso,CONCEICAO DA BARRA,LINHARINHO,,RISP 02,36,2 - Feminino,Não Informado,,
9/30/2004,Homicídio Doloso,ECOPORANGA,ZONA RURAL,,RISP 04,56,1 - Masculino,Não Informado,,
9/30/2004,Homicídio Doloso,SERRA,CIDADE POMAR,,RISP 01,,1 - Masculino,Não Informado,,
9/30/2004,Homicídio Doloso,BAIXO GUANDU,CENTRO,,RISP 04,48,2 - Feminino,Não Informado,,
9/30/2004,Homicídio Doloso,CARIACICA,NOVA CANAÃ,,RISP 01,,1 - Masculino,Não Informado,,
9/30/2004,Homicídio Doloso,SAO MATEUS,LINHARINHO,,RISP 02,19,1 - Masculino,Não Informado,,
9/30/2004,Homicídio Doloso,CARIACICA,ITACIBA,PRONTO SOCORRO DE ITACIBÁ,RISP 01,31,2 - Feminino,Não Informado,,
10/1/2004,Homicídio Doloso,SERRA,JARDIM DA SERRA,,RISP 01,26,1 - Masculino,Não Informado,,
10/1/2004,Homicídio Doloso,VILA VELHA,SOTECO,,RISP 01,15,2 - Feminino,Não Informado,,
10/1/2004,Homicídio Doloso,VITORIA,JABOUR,,RISP 01,16,1 - Masculino,Não Informado,,
10/1/2004,Homicídio Doloso,CARIACICA,SANTA CECÍLIA,,RISP 01,26,1 - Masculino,Não Informado,,
10/1/2004,Homicídio Doloso,MARATAIZES,BARRA,,RISP 03,12,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,46,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,CARIACICA,CASTELO BRANCO,,RISP 01,44,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,SERRA,NOVO HORIZONTE,,RISP 01,30,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,CARIACICA,RIO MARINHO,,RISP 01,34,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,SERRA,SAO DOMINGOS,,RISP 01,16,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,BARRA DE SAO FRANCISCO,ZONA RURAL,,RISP 04,23,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,SERRA,SAO DOMINGOS,,RISP 01,18,1 - Masculino,Não Informado,,
10/2/2004,Homicídio Doloso,VILA VELHA,GLÓRIA,,RISP 01,60,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,CORTE GRANDE,,RISP 03,22,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SAO MATEUS,CACIQUE,,RISP 02,28,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,VILA VELHA,SANTA RITA,,RISP 01,54,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SERRA,TERMINAL DE LARANJEIRAS,,RISP 01,15,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SAO MATEUS,SEAC,,RISP 02,22,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,CARIACICA,JARDIM DE ALÁ,,RISP 01,22,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SAO MATEUS,PATRIMÔNIO,,RISP 02,37,2 - Feminino,Não Informado,,
10/3/2004,Homicídio Doloso,CARIACICA,TUCUM,MANICÔMIO JUDICIÁRIO,RISP 01,67,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,LINHARES,BEBEDOURO,,RISP 02,39,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SERRA,JACARAIPE,,RISP 01,49,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,SERRA,JACARAIPE,,RISP 01,39,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,VILA VELHA,CASA DE PASSAGEM - GLÓRIA,,RISP 01,28,1 - Masculino,Não Informado,,
10/3/2004,Homicídio Doloso,CARIACICA,PORTO BELO,,RISP 01,52,1 - Masculino,Não Informado,,
10/4/2004,Homicídio Doloso,CARIACICA,FLEXAL II,,RISP 01,24,1 - Masculino,Não Informado,,
10/4/2004,Homicídio Doloso,SERRA,NOVO HORIZONTE,,RISP 01,51,2 - Feminino,Não Informado,,
10/4/2004,Homicídio Doloso,VITORIA,O. DO HSL,,RISP 01,42,2 - Feminino,Não Informado,,
10/4/2004,Homicídio Doloso,SOORETAMA,ZONA RURAL,,RISP 02,27,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,VILA VELHA,ULISSES GUIMARÃES,,RISP 01,30,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,GUARAPARI,SÃO GABRIEL,,RISP 01,37,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,VITORIA,SÃO PEDRO V,,RISP 01,48,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,BREJETUBA,ZONA RURAL,,RISP 05,23,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,VITORIA,O. DO HSL,,RISP 01,19,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,SERRA,ELDORADO,,RISP 01,21,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,SERRA,JOSE DE ANCHIETA,,RISP 01,29,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,BARRA DE SAO FRANCISCO,COLINA,,RISP 04,24,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,SERRA,LARANJEIRAS,,RISP 01,22,1 - Masculino,Não Informado,,
10/5/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,16,2 - Feminino,Não Informado,,
10/6/2004,Homicídio Doloso,SERRA,NOVA CARAPINA,,RISP 01,18,1 - Masculino,Não Informado,,
10/6/2004,Homicídio Doloso,MARATAIZES,CENTRO,,RISP 03,29,1 - Masculino,Não Informado,,
10/6/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,16,1 - Masculino,Não Informado,,
10/6/2004,Homicídio Doloso,SERRA,PLANALTO SERRANO,,RISP 01,15,1 - Masculino,Não Informado,,
10/7/2004,Homicídio Doloso,SOORETAMA,CÓRREGO ALEGRE,,RISP 02,46,1 - Masculino,Não Informado,,
10/7/2004,Homicídio Doloso,SOORETAMA,CÓRREGO CHUMBADO,,RISP 02,25,1 - Masculino,Não Informado,,
10/7/2004,Homicídio Doloso,CARIACICA,VILA INDEPENDÊNCIA,,RISP 01,36,1 - Masculino,Não Informado,,
10/7/2004,Homicídio Doloso,VILA VELHA,SANTA RITA,,RISP 01,23,1 - Masculino,Não Informado,,
10/8/2004,Homicídio Doloso,SERRA,JOSE DE ANCHIETA,,RISP 01,15,1 - Masculino,Não Informado,,
10/8/2004,Homicídio Doloso,VILA VELHA,ITAPUÃ,,RISP 01,27,1 - Masculino,Não Informado,,
10/9/2004,Homicídio Doloso,CARIACICA,CASTELO BRANCO,,RISP 01,19,1 - Masculino,Não Informado,,
10/9/2004,Homicídio Doloso,CACHOEIRO DE ITAPEMIRIM,ALTO UNIÃO,,RISP 03,19,1 - Masculino,Não Informado,,
10/9/2004,Homicídio Doloso,VILA VELHA,BOA VISTA,,RISP 01,28,1 - Masculino,Não Informado,,
10/9/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,43,1 - Masculino,Não Informado,,
10/9/2004,Homicídio Doloso,CARIACICA,CASTELO BRANCO,,RISP 01,26,1 - Masculino,Não Informado,,
10/10/2004,Homicídio Doloso,VITORIA,SÃO PEDRO III,,RISP 01,21,1 - Masculino,Não Informado,,
10/10/2004,Homicídio Doloso,VILA VELHA,COBILÂNDIA,,RISP 01,25,1 - Masculino,Não Informado,,
10/10/2004,Homicídio Doloso,SERRA,JARDIM CARAPINA,,RISP 01,34,1 - Masculino,Não Informado,,
10/10/2004,Homicídio Doloso,SERRA,SANTO ANTONIO,,RISP 01,18,2 - Feminino,Não Informado,,
10/10/2004,Homicídio Doloso,CARIACICA,FLOR DE PIRANEMA,,RISP 01,37,1 - Masculino,Não Informado,,
10/11/2004,Homicídio Doloso,VIANA,ARLINDO VILASHI,,RISP 01,17,1 - Masculino,Não Informado,,
10/11/2004,Homicídio Doloso,VIANA,ARLINDO VILASHI,,RISP 01,,1 - Masculino,Não Informado,,
10/11/2004,Homicídio Doloso,SERRA,O. DO HDS,,RISP 01,47,1 - Masculino,Não Informado,,
10/11/2004,Homicídio Doloso,VITORIA,PRAIA DO SUÁ,,RISP 01,,1 - Masculino,Não Informado,,
10/11/2004,Homicídio Doloso,SERRA,BARCELONA,,RISP 01,28,1 - Masculino,Não Informado,,
10/12/2004,Homicídio Doloso,MARECHAL FLORIANO,SANTA MARIA DE ARAGUAIA,,RISP 05,57,1 - Masculino,Não Informado,,
